time,x,y,yaw,vel_x,yaw_vel
1.992499828338623,5.9319331777881175e-05,-9.962803097582704e-07,1.397140589019612e-06,,
2.027772903442383,5.931731938240152e-05,-9.96276916250352e-07,1.3979588916214103e-06,,
2.0616519451141357,5.9320230535251385e-05,-9.962726804710663e-07,1.3988640308431023e-06,,
2.0959606170654297,5.9332132713748784e-05,-9.962498985490396e-07,1.3998244508488112e-06,,
2.1298940181732178,5.935428088236119e-05,-9.961990903301603e-07,1.4008816268064144e-06,,
2.164149522781372,5.937313985924709e-05,-9.962880069115044e-07,1.4019523904887664e-06,,
2.1990671157836914,5.937174225963508e-05,-9.962527083159777e-07,1.402825641057263e-06,,
2.233738422393799,5.9356251418835104e-05,-9.96279109919173e-07,1.4034478269305146e-06,,
2.267570734024048,5.9349368753590574e-05,-9.963037487104376e-07,1.404207464921625e-06,,
2.301384449005127,5.934699631586044e-05,-9.963010170599586e-07,1.4049956465550209e-06,,
2.3356881141662598,5.93495270766305e-05,-9.962972319025493e-07,1.405897222252621e-06,,
2.370847463607788,5.93610506852641e-05,-9.962748401784373e-07,1.406869307204041e-06,,
2.4048640727996826,5.937851071755399e-05,-9.963214981095393e-07,1.4079409381563641e-06,,
2.43877911567688,5.937782242526706e-05,-9.96319559602967e-07,1.4087508826247953e-06,,
2.4732236862182617,5.9379636555397086e-05,-9.963234869606683e-07,1.4095971940551255e-06,,
2.5069222450256348,5.935977843927874e-05,-9.963110022547335e-07,1.410235853484612e-06,,
2.5415472984313965,5.935257841391562e-05,-9.96336684355852e-07,1.4110134989628441e-06,,
2.5755615234375,5.93498995861021e-05,-9.963336738177446e-07,1.4117826982265768e-06,,
2.6096014976501465,5.935212578089845e-05,-9.963296813015243e-07,1.4126730703861547e-06,,
2.6437149047851562,5.9363345276804605e-05,-9.963070886424668e-07,1.4136524143434074e-06,,
2.678524971008301,5.938481403246538e-05,-9.962564610005347e-07,1.4147013211203257e-06,,
2.7132644653320312,5.9402995759144504e-05,-9.96345532720312e-07,1.4157520433988835e-06,,
2.7468864917755127,5.940092457583533e-05,-9.963103766842877e-07,1.4166230828870262e-06,,
2.7812108993530273,5.939337605902799e-05,-9.963296181562504e-07,1.4172855609514815e-06,,
2.815298080444336,5.9383193245637995e-05,-9.963682090567873e-07,1.418077375256641e-06,,
2.849454641342163,5.938009299183396e-05,-9.963572156269937e-07,1.4188461718965604e-06,,
2.8836255073547363,5.938191295139499e-05,-9.963537696457817e-07,1.4197102896627424e-06,,
2.9177558422088623,5.939272653474335e-05,-9.963315888637893e-07,1.4206898208324942e-06,,
2.951655149459839,5.940949347502887e-05,-9.962621777175517e-07,1.4217332855070913e-06,,
2.987180709838867,5.941408010355792e-05,-9.963755876399393e-07,1.422648633200397e-06,,
3.0214686393737793,5.941520328707363e-05,-9.963790424416183e-07,1.4234566601759767e-06,,
3.055396556854248,5.9394646920846354e-05,-9.963668990731781e-07,1.424074468369864e-06,,
3.0898852348327637,5.938674895503605e-05,-9.96392838326284e-07,1.4248663481335473e-06,,
3.124160051345825,5.9383377178102245e-05,-9.963900753344073e-07,1.4256315385048636e-06,,
3.1584675312042236,5.938491372706803e-05,-9.963863087533392e-07,1.4265031647645123e-06,,
3.1924898624420166,5.939544681883499e-05,-9.96363924226892e-07,1.4274774511358526e-06,,
3.2262961864471436,5.9416232429254806e-05,-9.963134947457286e-07,1.4285260306659074e-06,,
3.260640859603882,5.943373370711387e-05,-9.96402750317584e-07,1.4295677781562552e-06,,
3.2943382263183594,5.943098545851475e-05,-9.96367761617225e-07,1.4304293966467903e-06,,
3.328314781188965,5.942276302689329e-05,-9.963871539966458e-07,1.4310873312935186e-06,,
3.3628711700439453,5.941190898841294e-05,-9.964258880851207e-07,1.4318736687768776e-06,,
3.397369623184204,5.940814065176977e-05,-9.96415022441001e-07,1.4326345741291606e-06,,
3.431265115737915,5.940929531741572e-05,-9.964116852963915e-07,1.4334919393621436e-06,,
3.465517520904541,5.941944637012822e-05,-9.963896057610127e-07,1.4344658015980776e-06,,
3.4988794326782227,5.943985246378746e-05,-9.963394697092614e-07,1.435516209724672e-06,,
3.5333967208862305,5.9456974859806074e-05,-9.964290098290619e-07,1.4365516238713268e-06,,
3.5672035217285156,5.9453851469310635e-05,-9.963942870003848e-07,1.4374076331998316e-06,,
3.6015021800994873,5.943664412585195e-05,-9.964212185255657e-07,1.4380237799445345e-06,,
3.635762929916382,5.942805125227836e-05,-9.964463595771986e-07,1.4387646445971266e-06,,
3.671473741531372,5.942397814020986e-05,-9.964440832784382e-07,1.4395311099577713e-06,,
3.7045092582702637,5.942481584369128e-05,-9.964407160277117e-07,1.4404187931148995e-06,,
3.7387354373931885,5.943465393827403e-05,-9.964187094884552e-07,1.441376761549395e-06,,
3.77298641204834,5.945474848550602e-05,-9.963686257618823e-07,1.442408867126533e-06,,
3.8065998554229736,5.9471561061564965e-05,-9.96458216835156e-07,1.4434519726988258e-06,,
3.8405845165252686,5.9468128800457835e-05,-9.964235464172368e-07,1.4443106271476046e-06,,
3.875173568725586,5.945922638179459e-05,-9.964432310491045e-07,1.4449568487347288e-06,,
3.909637212753296,5.944769515839361e-05,-9.964822434010012e-07,1.445736016211879e-06,,
3.9432473182678223,5.94432537816968e-05,-9.964716372311286e-07,1.4464934714297284e-06,,
3.9774293899536133,5.9443738715009614e-05,-9.96468536474238e-07,1.447344000447695e-06,,
4.01210618019104,5.945322334703489e-05,-9.96446679170982e-07,1.448309862693522e-06,,
4.045978307723999,5.9468667332584334e-05,-9.963775629800114e-07,1.449340978379675e-06,,
4.080113410949707,5.94833750135255e-05,-9.964728517961773e-07,1.450304356836605e-06,,
4.113987922668457,5.947964675813732e-05,-9.964538433038492e-07,1.4511569164661825e-06,,
4.148559093475342,5.947039742211401e-05,-9.964733559834678e-07,1.4518414912539054e-06,,
4.183072328567505,5.9458524829171054e-05,-9.965123581455851e-07,1.4526086882826674e-06,,
4.216638088226318,5.945374256916663e-05,-9.96501731213036e-07,1.4533418682120517e-06,,
4.250814914703369,5.945388781021908e-05,-9.964986025673021e-07,1.4541988362448446e-06,,
4.284870862960815,5.946303391251552e-05,-9.964767237325087e-07,1.4551703316311494e-06,,
4.319139003753662,5.9482439448750444e-05,-9.964267645492579e-07,1.4562039176705893e-06,,
4.353518009185791,5.949856558672086e-05,-9.965164578318276e-07,1.4572272105265242e-06,,
4.388478994369507,5.949444991234934e-05,-9.964818751496255e-07,1.4580779351304481e-06,,
4.421953439712524,5.9484866941079846e-05,-9.965016363249522e-07,1.4587250079074127e-06,,
4.4558022022247314,5.947265767199315e-05,-9.965407199059787e-07,1.4594963519902785e-06,,
4.490060806274414,5.9467541090876774e-05,-9.965301698382303e-07,1.4602433330697762e-06,,
4.523218154907227,5.9467353358328795e-05,-9.965271090247724e-07,1.4610888353517727e-06,,
4.557236909866333,5.947616784290248e-05,-9.965052876044219e-07,1.4620498195794363e-06,,
4.590855836868286,5.949524310521795e-05,-9.964553828584686e-07,1.46308653275327e-06,,
4.625352144241333,5.9521634056108326e-05,-9.965407336231943e-07,1.4642137052664788e-06,,
4.660442113876343,5.9519838127107664e-05,-9.964334231664514e-07,1.4650733620825477e-06,,
4.69404935836792,5.9514701843870876e-05,-9.965475022123538e-07,1.465806480902689e-06,,
4.728450059890747,5.9502025295973094e-05,-9.965643882885959e-07,1.4665337135955796e-06,,
4.761834621429443,5.949653358753844e-05,-9.9655447849202e-07,1.4672637007288756e-06,,
4.795746088027954,5.949596860228028e-05,-9.965518142102196e-07,1.4681313065742306e-06,,
4.829550504684448,5.9504408447271554e-05,-9.965303808059885e-07,1.4690902621504996e-06,,
4.8636391162872314,5.951881319815567e-05,-9.964616504667307e-07,1.4700959125418566e-06,,
4.897926092147827,5.953248473046991e-05,-9.965573033767521e-07,1.4710515993215132e-06,,
4.932062387466431,5.95277264250741e-05,-9.96538639565014e-07,1.4719022448443694e-06,,
4.965749502182007,5.9517452485875476e-05,-9.96558470182256e-07,1.472573745825467e-06,,
5.000107765197754,5.950455918706652e-05,-9.965977705567428e-07,1.4733274559759635e-06,,
5.034935235977173,5.949876164945766e-05,-9.965874181247908e-07,1.4740534283985648e-06,,
5.069492340087891,5.949789604416868e-05,-9.96584534715634e-07,1.4749019068992824e-06,,
5.104163646697998,5.950603572936606e-05,-9.965628858345806e-07,1.4758618417523718e-06,,
5.138268232345581,5.9524439205604036e-05,-9.965131353112147e-07,1.4768853751184686e-06,,
5.172418832778931,5.955016139303386e-05,-9.965986228019763e-07,1.4780046085745696e-06,,
5.205609560012817,5.9547699291096055e-05,-9.964914379252692e-07,1.4788617321615766e-06,,
5.2407872676849365,5.954189974810071e-05,-9.966056314975352e-07,1.4795881457790123e-06,,
5.274549961090088,5.9534717696994394e-05,-9.96573736430441e-07,1.4803719949102406e-06,,
5.309118986129761,5.952834315053155e-05,-9.966107411626932e-07,1.4811161781676142e-06,,
5.343157529830933,5.9527079158882704e-05,-9.96608581172414e-07,1.481939417107828e-06,,
5.3771116733551025,5.953481541907476e-05,-9.965873511322086e-07,1.482888679261671e-06,,
5.410912275314331,5.955281831956284e-05,-9.965379965222423e-07,1.4839224413814893e-06,,
5.445283651351929,5.956754635071427e-05,-9.96628272948727e-07,1.4849341016703382e-06,,
5.47937536239624,5.956204145029895e-05,-9.96594227821127e-07,1.4857637708544497e-06,,
5.512506008148193,5.955107681881362e-05,-9.966144831852008e-07,1.4863985607016096e-06,,
5.54644513130188,5.953749116459738e-05,-9.966540427070623e-07,1.4871606493697428e-06,,
5.5810387134552,5.9531006050148226e-05,-9.966439302836682e-07,1.4878928726089861e-06,,
5.616236925125122,5.952945599552217e-05,-9.96641261850997e-07,1.4887233625892955e-06,,
5.649600982666016,5.953691437254149e-05,-9.966198108680055e-07,1.48967250316342e-06,,
5.6841089725494385,5.955463967259935e-05,-9.965702473834885e-07,1.4906967903299439e-06,,
5.718369007110596,5.95816202772965e-05,-9.966111373697578e-07,1.4918434579357296e-06,,
5.752445459365845,5.9587239445076665e-05,-9.966355459190888e-07,1.492773053158173e-06,,
5.78687310218811,5.959365338974615e-05,-9.966643444745063e-07,1.493608502673774e-06,,
5.822082757949829,5.958012003945488e-05,-9.966260721787195e-07,1.4943413041053897e-06,,
5.855300426483154,5.9561428173447e-05,-9.966845677567877e-07,1.4949673248178606e-06,,
5.888811826705933,5.954269970807783e-05,-9.965659164223132e-07,1.4956353622737639e-06,,
5.922918796539307,5.9537785683076666e-05,-9.966419088552927e-07,1.4964235850256838e-06,,
5.956772565841675,5.9541500442099305e-05,-9.966888239359347e-07,1.497312489411279e-06,,
5.9912824630737305,5.9549758685976614e-05,-9.966841056887693e-07,1.4982346972386883e-06,,
6.025140047073364,5.956442758096745e-05,-9.966696153367266e-07,1.499223592996477e-06,,
6.05983304977417,5.9589290664076434e-05,-9.96631459062123e-07,1.5003173758924747e-06,,
6.093082904815674,5.9612258463677996e-05,-9.966909461705464e-07,1.5014367651604475e-06,,
6.127540111541748,5.96103820959718e-05,-9.966188650144248e-07,1.5022816491013287e-06,,
6.161568641662598,5.96004650009207e-05,-9.966951422349173e-07,1.50296578086452e-06,,
6.196099758148193,5.959485785286885e-05,-9.967128691863808e-07,1.50376285257615e-06,,
6.2304065227508545,5.957120731818987e-05,-9.966817465048835e-07,1.5043702236964322e-06,,
6.264472007751465,5.956267406670568e-05,-9.966390672373076e-07,1.5050939187126175e-06,,
6.298395395278931,5.95646880795917e-05,-9.96639265444981e-07,1.5059851469515066e-06,,
6.3325417041778564,5.957717741748319e-05,-9.967271349478206e-07,1.5069880814994674e-06,,
6.366512298583984,5.959532341623023e-05,-9.96717057393581e-07,1.507972508965178e-06,,
6.4005773067474365,5.9618302654656414e-05,-9.967067049546583e-07,1.509030445370531e-06,,
6.434474468231201,5.963393337847027e-05,-9.967348089812269e-07,1.5101377399927916e-06,,
6.468105792999268,5.962824533863948e-05,-9.966889044034114e-07,1.5108895151896543e-06,,
6.5022125244140625,5.962349889230733e-05,-9.967438332309408e-07,1.5116149445088538e-06,,
6.536467790603638,5.9605854684835136e-05,-9.966377803825831e-07,1.5123041014508547e-06,,
6.570523262023926,5.9591903759417515e-05,-9.96742981708642e-07,1.5129963994633864e-06,,
6.6047327518463135,5.958027645910257e-05,-9.967368766834877e-07,1.5137021001013397e-06,,
6.639089584350586,5.957894295979607e-05,-9.967069094079108e-07,1.5145621516468101e-06,,
6.67257285118103,5.958791860342523e-05,-9.966456665221524e-07,1.5155226185148434e-06,,
6.706681489944458,5.960765000893873e-05,-9.967130827129463e-07,1.5165719956892754e-06,,
6.740822792053223,5.963588069641567e-05,-9.967525179033843e-07,1.5176654503627166e-06,,
6.775243043899536,5.964958237777476e-05,-9.967145929100117e-07,1.5187092463180675e-06,,
6.80954384803772,5.9662394183813126e-05,-9.967631151088855e-07,1.5196448205841635e-06,,
6.8430397510528564,5.9655160487370217e-05,-9.96730372428952e-07,1.5204219676437965e-06,,
6.877918720245361,5.963385971775434e-05,-9.96758797773e-07,1.5210416156259806e-06,,
6.911160945892334,5.9621185599323424e-05,-9.967853725924722e-07,1.5217545544186144e-06,,
6.945036172866821,5.961305711907663e-05,-9.967843950412513e-07,1.5224556737990234e-06,,
6.979248762130737,5.960985779585738e-05,-9.967822294271724e-07,1.5233047624770593e-06,,
7.0138020515441895,5.961567710489455e-05,-9.967613441837722e-07,1.5242382951340432e-06,,
7.047732591629028,5.96317710923107e-05,-9.967122950883578e-07,1.5252279048250423e-06,,
7.082083702087402,5.965712679533862e-05,-9.967536634191099e-07,1.5263634336401286e-06,,
7.115978002548218,5.966112933020723e-05,-9.96778519496725e-07,1.5272866528245216e-06,,
7.150614500045776,5.9665933157883524e-05,-9.968077301654882e-07,1.528101660460707e-06,,
7.18501091003418,5.965079678968233e-05,-9.967698318770023e-07,1.5288149265955264e-06,,
7.2193520069122314,5.96421179067402e-05,-9.968080076604782e-07,1.5295057909747756e-06,,
7.255370140075684,5.963854882675038e-05,-9.9680665883042e-07,1.5303278741367769e-06,,
7.2883758544921875,5.964399031166401e-05,-9.967861717761569e-07,1.5312670731106316e-06,,
7.321686744689941,5.9659709185577585e-05,-9.9673749826274e-07,1.5322643500858364e-06,,
7.3559722900390625,5.968275488282889e-05,-9.968240068578394e-07,1.5333555833108265e-06,,
7.3900439739227295,5.967763682256115e-05,-9.967177531917647e-07,1.5341882888188608e-06,,
7.423782110214233,5.9669188615027975e-05,-9.968328318423073e-07,1.534890280932067e-06,,
7.4574055671691895,5.9659371789431394e-05,-9.968017573018333e-07,1.5356477552679632e-06,,
7.49175238609314,5.965037530628525e-05,-9.968395097821422e-07,1.5363661888302799e-06,,
7.526228904724121,5.964650143544689e-05,-9.968380418544084e-07,1.537164664408291e-06,,
7.560088872909546,5.965163935458677e-05,-9.968174461403304e-07,1.538088745855714e-06,,
7.594040393829346,5.966705529365561e-05,-9.967686693390047e-07,1.5390970078903564e-06,,
7.627980470657349,5.969173493378386e-05,-9.96810301191167e-07,1.540221616762604e-06,,
7.6619789600372314,5.9695066520631245e-05,-9.968353847791953e-07,1.5411258206669641e-06,,
7.696397542953491,5.9699201830015725e-05,-9.968648113725148e-07,1.5419400033934775e-06,,
7.73110294342041,5.968340057272568e-05,-9.96827115037212e-07,1.5426524002166966e-06,,
7.764909505844116,5.9674060109958926e-05,-9.968654739497754e-07,1.5433324099293781e-06,,
7.799208879470825,5.966983263137568e-05,-9.968642909812531e-07,1.544146155836506e-06,,
7.8332531452178955,5.9674618724371466e-05,-9.968439562721734e-07,1.5450819265967405e-06,,
7.867502927780151,5.968968519774831e-05,-9.967954220056036e-07,1.546073209122371e-06,,
7.901538372039795,5.9712081112266555e-05,-9.96882055670151e-07,1.5471564152958053e-06,,
7.935498952865601,5.970631646230388e-05,-9.967759118996651e-07,1.5479830376149265e-06,,
7.969668865203857,5.969722413427712e-05,-9.968910906414123e-07,1.5486796057496078e-06,,
8.004451513290405,5.968676595853434e-05,-9.968601041254865e-07,1.549430449425109e-06,,
8.038641929626465,5.967713081921721e-05,-9.968979305568029e-07,1.5501422234696132e-06,,
8.072673320770264,5.9672620882495964e-05,-9.968965264800528e-07,1.5509347374066958e-06,,
8.105931043624878,5.9677125268326804e-05,-9.968759840783616e-07,1.5518527370149134e-06,,
8.140403747558594,5.9691910150794576e-05,-9.968272502639932e-07,1.5528545973410999e-06,,
8.174747943878174,5.971717438324014e-05,-9.968201199871394e-07,1.5539517508174801e-06,,
8.20843505859375,5.973337745639216e-05,-9.969074248992288e-07,1.5549890116108516e-06,,
8.242302417755127,5.97419261600637e-05,-9.969172002929756e-07,1.5559250661090617e-06,,
8.277093648910522,5.972519830227937e-05,-9.96852626069276e-07,1.5565654966037069e-06,,
8.311467409133911,5.971959450599363e-05,-9.969179481385126e-07,1.5573045173337325e-06,,
8.345554828643799,5.969230385121845e-05,-9.968232609419229e-07,1.5579281258834734e-06,,
8.379884004592896,5.968439949323671e-05,-9.968956750726062e-07,1.5586753988803615e-06,,
8.414151668548584,5.968514139460214e-05,-9.96943655655567e-07,1.5595180922084277e-06,,
8.448348999023438,5.96904414590999e-05,-9.969398514318648e-07,1.5604229877643324e-06,,
8.482024431228638,5.97021652389596e-05,-9.96926213922831e-07,1.5613905108489996e-06,,
8.516507387161255,5.972409675290026e-05,-9.968888404151255e-07,1.5624481205600528e-06,,
8.549546241760254,5.9753347460134654e-05,-9.969471380275225e-07,1.5636347652811317e-06,,
8.583969354629517,5.9754215384177464e-05,-9.968743211125023e-07,1.5645058873277027e-06,,
8.618117332458496,5.975458821542146e-05,-9.969543298471972e-07,1.5652746576614778e-06,,
8.65219497680664,5.974181936031854e-05,-9.969157408771135e-07,1.5660136664566295e-06,,
8.686355352401733,5.9721394801378465e-05,-9.969613239618052e-07,1.5666623331338704e-06,,
8.721434354782104,5.970976265558016e-05,-9.968924528587337e-07,1.567357924917713e-06,,
8.75546669960022,5.970880034590591e-05,-9.968936506695113e-07,1.5681964439466525e-06,,
8.789740562438965,5.9718322062683725e-05,-9.969824762905358e-07,1.5691759996823427e-06,,
8.823532581329346,5.97335187287162e-05,-9.969732692077787e-07,1.5701440738188514e-06,,
8.856976509094238,5.975356181480935e-05,-9.969637218386386e-07,1.5711678901552136e-06,,
8.891166687011719,5.977220559205923e-05,-9.969001347035233e-07,1.5722782671789463e-06,,
8.925264120101929,5.977693711890484e-05,-9.969709631500173e-07,1.573160829623706e-06,,
8.959355592727661,5.977834006482418e-05,-9.969894484760577e-07,1.573961550014559e-06,,
8.993345975875854,5.975761734633239e-05,-9.969134136742609e-07,1.5745886534932628e-06,,
9.02816915512085,5.9742444830422224e-05,-9.970104886740138e-07,1.575294192814052e-06,,
9.062395095825195,5.972777854264397e-05,-9.969900100612052e-07,1.5759677772985837e-06,,
9.096389770507812,5.972346656018229e-05,-9.96961120728219e-07,1.5767769461840485e-06,,
9.130422830581665,5.97294748037561e-05,-9.96900827240941e-07,1.5777159492298425e-06,,
9.164786100387573,5.974624855716641e-05,-9.969691513472856e-07,1.5787474148544022e-06,,
9.198493957519531,5.977153810100286e-05,-9.970094088189197e-07,1.5798060038489307e-06,,
9.23222017288208,5.978980654466948e-05,-9.970170522233801e-07,1.5808645726634218e-06,,
9.266836881637573,5.9808768969096e-05,-9.970150929447078e-07,1.5819226003386917e-06,,
9.301051139831543,5.9801281074431707e-05,-9.969104394360922e-07,1.5826551358017092e-06,,
9.334597826004028,5.979043817219143e-05,-9.970266282923197e-07,1.5833595617321693e-06,,
9.369507074356079,5.9772085590228755e-05,-9.97045457261427e-07,1.584065839249316e-06,,
9.403403282165527,5.9760951568680796e-05,-9.970373356002365e-07,1.584718793557715e-06,,
9.437589406967163,5.975476918013832e-05,-9.970362888198763e-07,1.5855192555216418e-06,,
9.471714496612549,5.975761676045259e-05,-9.970163720183898e-07,1.5864397794154897e-06,,
9.505805969238281,5.977075301278735e-05,-9.969682295200333e-07,1.5874081341984676e-06,,
9.539644241333008,5.979437560270812e-05,-9.969616395964724e-07,1.588483703602724e-06,,
9.57344937324524,5.982058971393091e-05,-9.97054180815099e-07,1.5895951127292647e-06,,
9.607747793197632,5.982800852720682e-05,-9.970087713677399e-07,1.5905903503901694e-06,,
9.642010927200317,5.9821327663000135e-05,-9.970323159716454e-07,1.591288435296004e-06,,
9.67639446258545,5.9814181976759366e-05,-9.970669689479336e-07,1.5920309998318305e-06,,
9.710541725158691,5.978518189413557e-05,-9.969605261619892e-07,1.5926189520205096e-06,,
9.744766473770142,5.977559482413148e-05,-9.970339645323025e-07,1.5933406244101057e-06,,
9.778441429138184,5.977466345125729e-05,-9.970827434044825e-07,1.5941804680262483e-06,,
9.812185049057007,5.97783007028313e-05,-9.970796822453718e-07,1.5950717433385911e-06,,
9.846445798873901,5.978836969583325e-05,-9.970667393021916e-07,1.5960158180639284e-06,,
9.880023956298828,5.9808654770425644e-05,-9.970300132102665e-07,1.5970583434491626e-06,,
9.914754867553711,5.9836265467967325e-05,-9.97088926275018e-07,1.5982332773216132e-06,,
9.949189901351929,5.98355037213393e-05,-9.970167117684926e-07,1.5990873510323957e-06,,
9.982655763626099,5.983425283870952e-05,-9.97097202249859e-07,1.5998385364605146e-06,,
10.017171621322632,5.9819868299604565e-05,-9.970590972867307e-07,1.600563083251884e-06,,
10.051709175109863,5.9797835648407896e-05,-9.97105125665182e-07,1.6011968849834283e-06,,
10.086323022842407,5.978460275075943e-05,-9.970366635917606e-07,1.6018760668368966e-06,,
10.119176864624023,5.978204645624777e-05,-9.970382295397432e-07,1.6026988586968303e-06,,
10.152882814407349,5.9789981141023664e-05,-9.971273912935616e-07,1.6036634553063656e-06,,
10.18760347366333,5.980359785172489e-05,-9.971184850589825e-07,1.6046160873227813e-06,,
10.221194744110107,5.98220675865228e-05,-9.971092058202023e-07,1.605624238672494e-06,,
10.254993677139282,5.984945542803761e-05,-9.97081740615101e-07,1.606753707460898e-06,,
10.289068937301636,5.987497486536581e-05,-9.971209465350876e-07,1.6079115326759302e-06,,
10.323237180709839,5.987382564464761e-05,-9.970180774157784e-07,1.608734762159614e-06,,
10.35753321647644,5.986928907830546e-05,-9.97132090375201e-07,1.6094794432704372e-06,,
10.391583919525146,5.9861318950205265e-05,-9.971390560444895e-07,1.610253081123765e-06,,
10.426015615463257,5.983172931281697e-05,-9.971300531936241e-07,1.6108173830788638e-06,,
